IP Address,Geolocation,User Agent,Session Duration,Data Transfer Volume,Packet Sizes,Timestamp,Error Code,Protocol,proxy_check,Label
80.20.24.203,Iran,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",1938.4235425577233,101.27892609286772,906.5409805922045,2022-01-23 09:38:41,301,HTTPS,1,1
27.245.242.73,Malaysia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2391.8665535415194,195.05876132832964,1195.1504648682603,2022-06-15 03:48:46,302,HTTPS,1,1
198.254.237.255,Bangladesh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",1782.2147746610926,144.06496600188115,1324.643670416591,2022-06-29 10:45:21,503,HTTP,1,1
86.127.189.7,Saudi Arabia,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2839.128372085494,155.2258834392133,321.94934112237297,2020-02-09 02:59:59,200,HTTP,1,1
210.164.96.43,Bangladesh,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",2257.277554592474,183.22774685536808,706.2662334395277,2020-03-09 06:23:17,503,TCP,1,1
210.232.205.227,Vietnam,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",2794.653949678412,118.15998944311951,1370.1425164407945,2022-08-29 06:26:49,302,HTTP,1,1
211.159.93.227,Iran,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,3225.104165550091,187.10888953538122,286.99976409453404,2023-11-27 19:22:22,302,HTTPS,1,1
117.160.166.128,Iraq,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,2520.692635297005,190.07342446573807,957.0114219431299,2020-05-11 07:57:27,200,TCP,1,1
83.199.136.68,Myanmar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",1749.997198568169,183.1773573620548,780.2187773757114,2021-04-29 10:14:40,302,HTTPS,1,1
163.63.118.19,Indonesia,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",370.63947021343165,183.71599323401645,958.3433553115998,2024-03-18 22:04:51,301,HTTP,1,1
192.187.231.240,Malaysia,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,1882.6104652563906,178.5609166671614,1326.5352283249485,2023-01-29 02:55:36,302,TCP,1,1
197.135.228.219,Bangladesh,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2634.9951805281294,96.27320157592975,850.5555493098636,2022-12-05 16:38:25,503,HTTPS,1,1
44.107.88.24,Philippines,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",492.1222121373582,33.73546098171763,423.0331335329652,2022-01-13 11:39:34,302,TCP,1,1
24.185.208.176,South Korea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",2419.3672331427083,107.36353843675357,1532.269201866839,2020-12-25 17:31:23,503,HTTP,1,1
62.89.253.79,Yemen,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",38.64524187151209,144.18635626695988,413.92904426518334,2023-05-10 04:51:24,200,HTTPS,1,1
29.150.238.10,Myanmar,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",619.6114110218605,138.62239570780437,967.9520989795329,2024-03-08 00:54:12,200,HTTPS,1,1
32.209.147.69,Nepal,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",1694.463436248028,60.37924156399229,1432.6154975692505,2021-05-29 01:53:25,200,HTTP,1,1
24.16.167.172,Indonesia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",2391.3334518407037,73.34849817518112,1372.6654227516474,2022-08-22 07:21:53,200,TCP,1,1
129.111.221.77,Bangladesh,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2342.860048974957,133.00640871479845,1541.0337589610626,2021-03-13 12:04:08,302,TCP,1,1
121.70.89.3,China,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",744.3616203949294,7.986359993768032,724.757326118038,2022-12-14 06:15:57,503,HTTPS,1,1
172.137.219.165,Japan,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2852.301370098079,68.37550813416647,1769.8417424758284,2022-01-04 02:07:07,503,TCP,1,1
44.187.28.140,Philippines,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",2665.8674706876327,187.2001192428559,705.5297198734228,2023-02-21 11:44:37,302,TCP,1,1
67.225.30.123,Iran,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",1287.5752529659721,72.4667211533746,287.3239822969165,2020-03-13 08:26:57,301,HTTP,1,1
10.54.141.125,Philippines,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,2353.4054319592487,137.08426746995815,1508.407306818806,2022-02-21 02:17:04,301,HTTP,1,1
200.220.84.107,Thailand,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2318.474506429439,29.29770700743419,367.6143649376645,2023-11-23 05:09:45,301,HTTP,1,1
148.88.121.246,Japan,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",103.04073769552431,43.19824855095122,1452.1853118912713,2020-02-04 05:33:33,503,TCP,1,1
99.84.34.186,Iran,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",1702.3259151545442,89.62617158343386,986.6461888640512,2021-03-17 08:47:46,200,HTTPS,1,1
138.229.252.72,Yemen,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,683.1547367734426,114.2542235474231,500.04728692805634,2020-11-05 20:34:33,301,HTTP,1,1
101.59.132.167,Indonesia,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",2235.671513814708,154.4449116605689,1294.6400320648136,2020-08-15 00:59:02,302,TCP,1,1
4.250.6.205,Vietnam,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",130.79018240382774,93.04796368371836,685.8647499034006,2020-06-15 10:14:01,301,TCP,1,1
218.71.123.2,Saudi Arabia,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,1576.7688666133206,106.74250701428375,796.7005318503537,2022-02-05 03:39:05,503,HTTPS,1,1
92.36.26.133,Uzbekistan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",3206.5268414952193,105.72710841674126,1585.1884171410527,2023-11-06 09:52:08,301,TCP,1,1
96.159.17.107,South Korea,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",1641.6977659310417,35.3829431283581,1054.8661118143104,2020-08-14 05:20:44,302,TCP,1,1
202.150.234.111,Japan,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,2773.1343742225345,41.07660936130099,450.1774928969727,2023-01-01 15:16:20,200,TCP,1,1
136.58.152.137,Yemen,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,2367.685608658942,27.459006606365957,450.52823618664013,2023-04-04 10:19:24,301,HTTPS,1,1
44.0.218.59,China,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",950.3654561740693,43.88551930964719,144.62542672731263,2023-02-05 23:27:31,503,TCP,1,1
72.205.73.30,Vietnam,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",3121.5413296127927,2.036241593499981,1119.6308384049553,2022-02-05 02:21:37,301,TCP,1,1
2.37.221.18,Japan,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",734.6788149922949,166.98501955014814,751.3377477624344,2021-03-15 08:42:31,503,HTTPS,1,1
62.4.15.84,Thailand,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/99.0.1150.37 Safari/537.36",3125.9193392108787,50.73197911557168,594.8298467622408,2022-06-30 11:52:30,302,HTTPS,1,1
